exercise_index,entity_id,original_question_id
1053,ex1053,TRANSFORMV026
1054,ex1054,TRANSFORMV027
1055,ex1055,TRANSFORMV028
1056,ex1056,TRANSFORMV029
1057,ex1057,TRANSFORMV030
1058,ex1058,TRANSFORMV031
1059,ex1059,TRANSFORMV032
1060,ex1060,TRANSFORMV033
1061,ex1061,TRANSFORMV034
1062,ex1062,TRANSFORMV036
1063,ex1063,TRANSFORMV039
1064,ex1064,TRANSFORMV040
1065,ex1065,TRANSFORMV041
1066,ex1066,TRANSFORMV042
1067,ex1067,X-3YGE20
1068,ex1068,XGE0
1069,ex1069,XLT150
1070,ex1070,YGE0
1071,ex1071,YGE2X+7
1072,ex1072,YGE4X-11
1073,ex1073,YGT-2X
1074,ex1074,YGT-4X-10
1075,ex1075,YGT5X+12
1076,ex1076,YGTX-7
1077,ex1077,YLE-3X-13
1078,ex1078,YLE-7X+20
1079,ex1079,YLEX+7
1080,ex1080,YLT-X-4
1081,ex1081,YLT250
1082,ex1082,YLT2X-5
1083,ex1083,YLT3X+5
